web-scraper-order,web-scraper-start-url,main_article,main_article-href,nombre_piece,nombre_salle_de_bain,superficie(m2),adresse
"1739998019-128","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-3085721","3","2","120","Rufisque, Sénégal"
"1739998022-129","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-3086083","3","2","","Ouest Foire, Dakar, Sénégal"
"1739998024-130","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-scat-urbam-3086207","3","1","","Grand Yoff, Dakar, Sénégal"
"1739998027-131","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-thies-3086347","3","2","40","Thies, Sénégal"
"1739998029-132","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-a-sacre-cur-3088006","4","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739998031-133","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-a-keur-massar-3088120","2","2","150 m2","Keur Massar, Sénégal"
"1739998034-134","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3088127","4","4","121","Almadies, Dakar, Sénégal"
"1739998036-135","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-ngor-almadies-3088282","4","3","","Ngor, Dakar, Sénégal"
"1739998039-136","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-r2-3088465","","","","Yoff, Dakar, Sénégal"
"1739998041-137","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-extension-3088756","4","2","150","Mbao, Dakar, Sénégal"
"1739998045-138","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadies-3088985","1","1","","Almadies, Dakar, Sénégal"
"1739998047-139","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-1-piece-mermoz-sacre-cur-3089015","1","2","100","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739998050-140","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouakam-3089144","3","3","150 m2","Ouakam, Dakar, Sénégal"
"1739998052-141","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-3089147","4","4","200 m2","Ouakam, Dakar, Sénégal"
"1739998055-142","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-3089234","3","2","200","Dakar, Sénégal"
"1739998057-143","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3089298","5","3","150 m2","Dakar, Sénégal"
"1739998060-144","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-7-pieces-mamelles-3089474","7","3","180","Mamelles, Dakar, Sénégal"
"1739998062-145","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-8-pieces-almadies-3089487","10","4","220","Almadies, Dakar, Sénégal"
"1739998065-146","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-massar-unite-3-3090110","3","1","100 m2","Dakar, Sénégal"
"1739998067-147","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-3090210","5","4","250","Mamelles, Dakar, Sénégal"
"1739998069-148","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-3090252","3","2","125","Ouest Foire, Dakar, Sénégal"
"1739998072-149","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-3090477","2","1","100","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739998074-150","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-3090680","4","","","Dakar Plateau, Dakar, Sénégal"
"1739998076-151","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3090779","5","3","121","Ouest Foire, Dakar, Sénégal"
"1739998079-152","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3090783","4","3","121","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739998081-153","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-almadies-3091087","2","2","","Almadies, Dakar, Sénégal"
"1739998084-154","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-3091097","4","3","","Keur Massar, Sénégal"
"1739998086-155","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-3091337","3","2","150","Dakar, Sénégal"
"1739998089-156","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-3091359","4","5","280","Dakar, Sénégal"
"1739998091-157","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3092429","5","3","121","Ouest Foire, Dakar, Sénégal"
"1739998094-158","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-3092510","3","2","110","Ouest Foire, Dakar, Sénégal"
"1739998096-159","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3092532","5","3","170","Ouest Foire, Dakar, Sénégal"
"1739998099-160","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-3094139","4","4","230","Point E, Dakar, Sénégal"
"1739998101-161","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-3094340","3","2","","Mamelles, Dakar, Sénégal"
"1739998104-162","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3094382","4","4","325","Almadies, Dakar, Sénégal"
"1739998106-163","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f5-virage-3094431","5","4","170","Yoff, Dakar, Sénégal"
"1739998108-164","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-ngor-almadies-3094433","4","3","150 m2","Ngor, Dakar, Sénégal"
"1739998111-165","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3094553","4","3","","Mamelles, Dakar, Sénégal"
"1739998113-166","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-3094558","4","2","200","Dakar, Sénégal"
"1739998115-167","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouest-foire-3094623","5","3","121","Ouest Foire, Dakar, Sénégal"
"1739998118-168","https://sn.coinafrique.com/categorie/appartements?page=118","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-3094765","4","2","","Sicap Liberté, Dakar, Sénégal"
"1739998128-169","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-6-3094767","4","2","","Sicap Liberté, Dakar, Sénégal"
"1739998130-170","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-1-piece-yoff-3094774","1","1","","Yoff, Dakar, Sénégal"
"1739998133-171","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-almadies-virage-3094808","","","","Almadies, Dakar, Sénégal"
"1739998135-172","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-dakar-3094856","4","3","225 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739998138-173","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-mamelles-3095179","2","2","","Mamelles, Dakar, Sénégal"
"1739998140-174","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3095180","4","3","","Mamelles, Dakar, Sénégal"
"1739998143-175","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-residence-3095186","4","4","","Fann, Dakar, Sénégal"
"1739998145-176","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-3095214","5","4","250 m2","Almadies, Dakar, Sénégal"
"1739998148-177","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-3095233","3","3","","Mamelles, Dakar, Sénégal"
"1739998150-178","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-3095256","4","3","120","Ouakam, Dakar, Sénégal"
"1739998153-179","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-3095261","3","3","","Mamelles, Dakar, Sénégal"
"1739998155-180","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-cite-biagui-virage-3095265","2","2","","Yoff, Dakar, Sénégal"
"1739998157-181","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-batrain-3095267","2","2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739998160-182","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-au-point-e-3095271","4","4","168 m2","Point E, Dakar, Sénégal"
"1739998162-183","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3095350","3","3","","Mamelles, Dakar, Sénégal"
"1739998165-184","https://sn.coinafrique.com/categorie/appartements?page=117","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-duplex-cite-biagui-3095351","3","3","","Yoff, Dakar, Sénégal"
