web-scraper-order,web-scraper-start-url,main_article,main_article-href,nombre_piece,nombre_salle_de_bain,superficie(m2),adresse
"1740009493-4481","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4138231","3","3","","Mamelles, Dakar, Sénégal"
"1740009495-4482","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-dakar-plateau-4178080","5","5","300","Dakar Plateau, Dakar, Sénégal"
"1740009498-4483","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-yoff-biagui-4140720","2","2","","Yoff, Dakar, Sénégal"
"1740009500-4484","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-almadies-4178754","2","1","","Almadies, Dakar, Sénégal"
"1740009502-4485","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4179351","3","2","100 m2","Mamelles, Dakar, Sénégal"
"1740009505-4486","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-mermoz-4150525","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009507-4487","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-kounoune-4150534","","","","Rufisque, Sénégal"
"1740009510-4488","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-4163749","","","","Ngor, Dakar, Sénégal"
"1740009512-4489","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-liberte-6-4163754","","","","Sicap Liberté, Dakar, Sénégal"
"1740009515-4490","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-keur-gorgui-4176628","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009517-4491","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4142902","","","","Ouest Foire, Dakar, Sénégal"
"1740009519-4492","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-sacre-cour-4155196","","","","Sacré-Coeur, Dakar, Sénégal"
"1740009522-4493","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-4180377","3","1","100 m2","Mariste, Dakar, Sénégal"
"1740009524-4494","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-liberte-6-4165239","","","","Sicap Liberté, Dakar, Sénégal"
"1740009527-4495","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-almadie-4165244","145 m2","","","Almadies, Dakar, Sénégal"
"1740009529-4496","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-mermoz-4165247","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009531-4497","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-cite-mackiyou-faye-4165257","","","","Mamelles, Dakar, Sénégal"
"1740009534-4498","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-ngor-almadies-4165474","","","","Ngor, Dakar, Sénégal"
"1740009536-4499","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-gueule-tapee-4165489","","","","Gueule Tapée, Dakar, Sénégal"
"1740009539-4500","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-liberte-5-4144211","","","","Sicap Liberté, Dakar, Sénégal"
"1740009541-4501","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-villa-duplex-7-pieces-ouest-foire-4152450","","","","Ouest Foire, Dakar, Sénégal"
"1740009544-4502","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ngor-4181914","4","3","","Ngor, Dakar, Sénégal"
"1740009546-4503","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-residence-ataya-4144701","","","","Ouest Foire, Dakar, Sénégal"
"1740009549-4504","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-virage-4182155","4","4","190 m2","Ngor, Dakar, Sénégal"
"1740009551-4505","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4145544","","","","Point E, Dakar, Sénégal"
"1740009554-4506","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-4182830","4","4","116","Dakar, Sénégal"
"1740009556-4507","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-hann-marinas-4153549","","","","Mariste, Dakar, Sénégal"
"1740009558-4508","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4153574","","","","Almadies, Dakar, Sénégal"
"1740009561-4509","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-mixta-4183311","3","1","90 m2","Patte d'oie, Dakar, Sénégal"
"1740009563-4510","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-keur-gorgui-4146066","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009566-4511","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-senegal-4146095","","","","Sipres, Dakar, Sénégal"
"1740009568-4512","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4146104","5","5","12","Almadies, Dakar, Sénégal"
"1740009571-4513","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-penthouse-6-pieces-ouakam-4143204","6","6","","Ouakam, Dakar, Sénégal"
"1740009573-4514","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-almadies-4143247","","","","Almadies, Dakar, Sénégal"
"1740009575-4515","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4149155","4","4","350 m2","Almadies, Dakar, Sénégal"
"1740009578-4516","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4149277","4","4","190 m2","Mamelles, Dakar, Sénégal"
"1740009580-4517","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4149297","4","4","180 m2","Mamelles, Dakar, Sénégal"
"1740009583-4518","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-mbour-4186521","3","3","","Mbour, Sénégal"
"1740009585-4519","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-4186583","2","2","","Dakar, Sénégal"
"1740009587-4520","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-4147631","4","2","","Dakar, Sénégal"
"1740009590-4521","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-guediaway-4147231","4","2","150 m2","Keur Massar, Sénégal"
"1740009592-4522","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-waterfront-4154405","3","2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009595-4523","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4151512","4","4","250 m2","Almadies, Dakar, Sénégal"
"1740009597-4524","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4188262","3","","","Ouakam, Dakar, Sénégal"
"1740009599-4525","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mixta-4188495","3","2","75 m2","Grand Yoff, Dakar, Sénégal"
"1740009602-4526","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4188703","4","1","90","Ouakam, Dakar, Sénégal"
"1740009605-4527","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ngor-4188761","4","3","1","Ngor, Dakar, Sénégal"
"1740009607-4528","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-almadie-4152919","4","4","250 m2","Almadies, Dakar, Sénégal"
"1740009609-4529","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-sacre-coeur-3-4153208","4","4","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009613-4530","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-4189627","3","3","","Ngor, Dakar, Sénégal"
"1740009615-4531","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4153759","3","2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009618-4532","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4189679","4","3","100","Sicap Liberté, Dakar, Sénégal"
"1740009620-4533","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4189741","2","1","","Gueule Tapée, Dakar, Sénégal"
"1740009622-4534","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-f5-almadies-4175413","5","5","2500000 m2","Almadies, Dakar, Sénégal"
"1740009625-4535","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-4190020","4","4","250 m2","Ouest Foire, Dakar, Sénégal"
"1740009627-4536","https://sn.coinafrique.com/categorie/appartements?page=066","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-yoff-4151030","4","3","200","Yoff, Dakar, Sénégal"
"1740009636-4537","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-virage-4155013","3","4","","Yoff, Dakar, Sénégal"
"1740009639-4538","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-sicap-foire-4158605","2","","","Sicap foire, Dakar, Sénégal"
"1740009641-4539","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-5-pieces-almadies-4156042","5","5","220","Almadies, Dakar, Sénégal"
"1740009644-4540","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-kalia-4156336","","","","Rufisque, Sénégal"
"1740009646-4541","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-apartement-4-pieces-ouest-foire-4192370","4","2","","Ouest Foire, Dakar, Sénégal"
"1740009649-4542","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-scat-urbam-4192408","3","1","","Ouest Foire, Dakar, Sénégal"
"1740009651-4543","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-sacre-coeur-4192714","2","2","","Sacré-Coeur, Dakar, Sénégal"
"1740009654-4544","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sacre-coeur-4192718","3","2","","Sacré-Coeur, Dakar, Sénégal"
"1740009656-4545","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ouest-foire-4192768","2","1","90","Ouest Foire, Dakar, Sénégal"
"1740009659-4546","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4156922","4","4","180 m2","Yoff, Dakar, Sénégal"
"1740009661-4547","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-virage-4156926","4","4","180 m2","Yoff, Dakar, Sénégal"
"1740009663-4548","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f-4-mermoz-4156919","4","4","156 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009666-4549","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4159815","3","2","200 m2","Almadies, Dakar, Sénégal"
"1740009668-4550","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4157123","5","3","300","Almadies, Dakar, Sénégal"
"1740009671-4551","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-studio-ngor-4157125","2","2","","Ngor, Dakar, Sénégal"
"1740009673-4552","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadies-4193493","2","2","1","Almadies, Dakar, Sénégal"
"1740009676-4553","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-ngor-4193851","4","3","1","Ngor, Dakar, Sénégal"
"1740009678-4554","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-sacre-coeur-4158238","4","4","180 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009680-4555","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-sicap-liberte-4159540","","","","Sicap Liberté, Dakar, Sénégal"
"1740009683-4556","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4195217","4","2","310","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009685-4557","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zone-b-4156669","4","4","140 m2","Point E, Dakar, Sénégal"
"1740009688-4558","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-mamelles-4157140","3","2","98","Mamelles, Dakar, Sénégal"
"1740009690-4559","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sacre-coeur-4160260","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009693-4560","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4160268","","","","Almadies, Dakar, Sénégal"
"1740009695-4561","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-4160282","156","","","Ouakam, Dakar, Sénégal"
"1740009698-4562","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-yoff-4160455","","","","Yoff, Dakar, Sénégal"
"1740009700-4563","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4160476","","","","Point E, Dakar, Sénégal"
"1740009703-4564","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4160877","4","3","","Almadies, Dakar, Sénégal"
"1740009705-4565","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4161059","5","4","","Almadies, Dakar, Sénégal"
"1740009707-4566","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-4196077","4","3","1","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009710-4567","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-mixta-4196298","3","1","100 m2","Patte d'oie, Dakar, Sénégal"
"1740009712-4568","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-4161753","5","5","300 m2","Almadies, Dakar, Sénégal"
"1740009715-4569","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4161772","4","4","","Mamelles, Dakar, Sénégal"
"1740009717-4570","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4196436","2","2","90","Ouest Foire, Dakar, Sénégal"
"1740009720-4571","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadies-4172417","2","2","167 m2","Mbao, Dakar, Sénégal"
"1740009722-4572","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-4197244","4","3","","Point E, Dakar, Sénégal"
"1740009725-4573","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-maassar-4165904","4","3","165 m2","Mbao, Dakar, Sénégal"
"1740009727-4574","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-nord-foire-4197368","2","2","100 m2","Sicap foire, Dakar, Sénégal"
"1740009729-4575","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-point-e-4163284","4","4","170 m2","Point E, Dakar, Sénégal"
"1740009732-4576","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-sicap-karack-4163559","3","3","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009734-4577","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4198096","8","4","180","Almadies, Dakar, Sénégal"
"1740009737-4578","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-mamelles-4159671","3","2","110","Mamelles, Dakar, Sénégal"
"1740009739-4579","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-mermoz-4198428","4","4","172 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009741-4580","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadies-4173891","2","1","145 m2","Almadies, Dakar, Sénégal"
"1740009744-4581","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mariste-4198792","3","2","100 m2","Dakar, Sénégal"
"1740009746-4582","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-ngor-4165404","","","","Ngor, Dakar, Sénégal"
"1740009749-4583","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4165423","2","1","775106767","Mamelles, Dakar, Sénégal"
"1740009751-4584","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-point-e-4200204","2","2","92","Point E, Dakar, Sénégal"
"1740009753-4585","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mariste-4200271","4","","","Mariste, Dakar, Sénégal"
"1740009756-4586","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-yoff-4170146","4","3","180","Yoff, Dakar, Sénégal"
"1740009758-4587","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-4201756","5","5","314 m2","Point E, Dakar, Sénégal"
"1740009761-4588","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4201857","5","4","1 m2","Almadies, Dakar, Sénégal"
"1740009763-4589","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-dakar-plateau-4167017","2","1","12","Dakar Plateau, Dakar, Sénégal"
"1740009765-4590","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-4167241","5","5","12","Dakar Plateau, Dakar, Sénégal"
"1740009768-4591","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4202409","3","2","","Mamelles, Dakar, Sénégal"
"1740009770-4592","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ouakam-4202696","3","1","90","Ouakam, Dakar, Sénégal"
"1740009773-4593","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-cite-keur-gorgui-4202767","2","2","25 m2","Sacré-Coeur, Dakar, Sénégal"
"1740009775-4594","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-dakar-plateau-4167824","4","3","","Dakar Plateau, Dakar, Sénégal"
"1740009777-4595","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-mamelles-4167873","3","2","","Mamelles, Dakar, Sénégal"
"1740009780-4596","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-almadies-4204005","4","3","150","Ngor, Dakar, Sénégal"
"1740009782-4597","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4205104","4","3","","Mamelles, Dakar, Sénégal"
"1740009785-4598","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4172249","3","","","Point E, Dakar, Sénégal"
"1740009787-4599","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ngor-4205276","4","3","150","Ngor, Dakar, Sénégal"
"1740009790-4600","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-liberte-6-4205812","2","1","","Sicap Liberté, Dakar, Sénégal"
"1740009792-4601","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-a-ataya-damel-4170523","5","4","176","Damel, Dakar, Sénégal"
"1740009795-4602","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zone-b-4167283","4","4","150","Point E, Dakar, Sénégal"
"1740009797-4603","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-4206317","3","150","","Mamelles, Dakar, Sénégal"
"1740009799-4604","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-comico-ouakam-4206334","3","2","","Ouakam, Dakar, Sénégal"
"1740009802-4605","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-dakar-plateau-4171177","2","1","21","Dakar Plateau, Dakar, Sénégal"
"1740009804-4606","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-saint-louis-4206577","3","2","","Saint Louis, Sénégal"
"1740009807-4607","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-4171382","4","3","","Ngor, Dakar, Sénégal"
"1740009809-4608","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4171048","3","2","","Diamniadio, Sénégal"
"1740009812-4609","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-saint-louis-4207132","4","2","","Saint Louis, Sénégal"
