web-scraper-order,web-scraper-start-url,main_article,main_article-href,price,superficie,Adresse,image_lien
"1740008745-4909","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-250-m-mbao-3864202","Prix sur demande","250","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3864202_uploaded_image1_1662398161.jpg""); width: 392px;"
"1740008747-4910","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-750-m-almadies-3823473","800 000 000 CFA","750","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3823473_uploaded_image1_1660124031.jpg""); width: 544px;"
"1740008750-4911","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-mbao-3823536","35 000 000 CFA","200","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3823536_uploaded_image1_1660126264.jpg""); width: 390px;"
"1740008753-4912","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-dakar-3823542","38 000 000 CFA","150","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3823542_uploaded_image1_1660126545.jpg""); width: 390px;"
"1740008756-4913","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-170-m-mbao-3823550","28 000 000 CFA","170","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3823550_uploaded_image1_1660126793.jpg""); width: 390px;"
"1740008760-4914","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-206-m-dakar-3823545","45 000 000 CFA","206","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3823545_uploaded_image1_1660126632.jpg""); width: 390px;"
"1740008764-4915","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-a-noflaye-3820262","5 000 000 CFA","","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3820262_uploaded_image1_1659955002.jpg""); width: 527px;"
"1740008767-4916","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-200m-a-diass-3820264","4 000 000 CFA","200","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3820264_uploaded_image1_1659955078.jpg""); width: 527px;"
"1740008770-4917","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-malika-vdn3-3854675","25 000 000 CFA","","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3854675_uploaded_image1_1661949733.jpg""); width: 390px;"
"1740008773-4918","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-600m-sindia-3866408","26 000 000 CFA","600","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3866408_uploaded_image1_1662499047.jpg""); width: 447px;"
"1740008776-4919","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-1132m-tf-a-fann-residence-3824718","1 471 600 000 CFA","1132","Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3824718_uploaded_image1_1660177571.jpg""); width: 544px;"
"1740008778-4920","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-283m-tf-aux-almadies-3824793","283 000 000 CFA","283","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3824793_uploaded_image1_1660184255.jpg""); width: 544px;"
"1740008781-4921","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/vente-maison-300m-angle-a-demolir-liberte-6-extension-3824967","220 000 000 CFA","300","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3824967_uploaded_image1_1660203576.jpg""); width: 544px;"
"1740008784-4922","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-a-saly-3847863","60 000 000 CFA","500 m2","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3847863_uploaded_image1_1661516280.jpg""); width: 390px;"
"1740008788-4923","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-608-m2-ngor-3822666","1 200 CFA","","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3822666_uploaded_image1_1660068348.jpg""); width: 533px;"
"1740008791-4924","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-608-m2-ngor-3822674","1 200 000 CFA","","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3822674_uploaded_image1_1660068853.jpg""); width: 533px;"
"1740008793-4925","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-a-ndayane-futur-port-maritime-3825950","45 000 CFA","5000 m2","Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/3825950_uploaded_image1_1660234861.jpg""); width: 550px;"
"1740008796-4926","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-maristes-3867881","85 000 000 CFA","","Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3867881_uploaded_image1_1662569612.jpg""); width: 369px;"
"1740008799-4927","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-a-ndiakhirate-3868845","12 500 000 CFA","150","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3868845_uploaded_image1_1662633194.jpg""); width: 369px;"
"1740008802-4928","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-a-gorom-3869137","2 500 000 CFA","150 m2","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3869137_uploaded_image1_1662641287.jpg""); width: 496px;"
"1740008805-4929","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sicap-liberte-3869149","100 CFA","300","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3869149_uploaded_image1_1662641666.jpg""); width: 604px;"
"1740008809-4930","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-mbao-3869195","50 000 000 CFA","300","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3869195_uploaded_image2_1662643715.jpeg""); width: 417px;"
"1740008812-4931","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150000-m-mbour-3869327","120 000 000 CFA","150000","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3869327_uploaded_image1_1662648226.jpg""); width: 369px;"
"1740008815-4932","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-220-m-mbao-3869349","20 000 000 CFA","220","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3869349_uploaded_image1_1662648942.jpg""); width: 511px;"
"1740008817-4933","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-600-m-ngaparou-3845184","50 000 000 CFA","600 m2","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3845184_uploaded_image1_1661364697.jpg""); width: 390px;"
"1740008821-4934","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-apix-vdn-3-3845200","38 000 000 CFA","150 m2","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3845200_uploaded_image1_1661365304.jpg""); width: 407px;"
"1740008825-4935","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300m-maristes-3869869","75 000 000 CFA","300 m2","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3869869_uploaded_image2_1662669939.jpeg""); width: 413px;"
"1740008829-4936","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-tf-global-a-keur-ndiaye-lo-3870109","10 000 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3870109_uploaded_image1_1662682926.jpg""); width: 624px;"
"1740008833-4937","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-diamniadio-3870121","6 500 000 CFA","150","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/3870121_uploaded_image1_1662683732.jpg""); width: 537px;"
"1740008836-4938","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-250m-avec-tf-almadies-3828212","145 000 000 CFA","250","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3828212_uploaded_image1_1660377133.jpg""); width: 544px;"
"1740008838-4939","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-a-thies-3870655","400 000 CFA","10000 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3870655_uploaded_image1_1662723292.jpg""); width: 394px;"
"1740008841-4940","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-640-m-a-diamniadio-3870742","80 000 000 CFA","640 m2","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/3870742_uploaded_image1_1662727132.jpg""); width: 651px;"
"1740008843-4941","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-a-kounoune-3870989","15 000 000 CFA","150 m2","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/3870989_uploaded_image1_1662737201.jpg""); width: 369px;"
"1740008846-4942","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-3871441","3 000 000 CFA","150","Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/3871441_uploaded_image1_1662757863.jpg""); width: 536px;"
"1740008849-4943","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-520-m-mermoz-sacre-cur-3826954","1 000 000 CFA","520","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3826954_uploaded_image1_1660300567.jpg""); width: 527px;"
"1740008851-4944","https://sn.coinafrique.com/categorie/terrains?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150m2-lac-rose-3872633","8 500 CFA","150 m2","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3872633_uploaded_image1_1662835913.jpg""); width: 375px;"
"1740008863-4945","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-thiaoune-bambara-3873341","600 000 CFA","300 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3873341_uploaded_image1_1662902077.jpg""); width: 671px;"
"1740008866-4946","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-3834666","6 500 000 CFA","150 m2","Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/3834666_uploaded_image1_1660755691.jpg""); width: 398px;"
"1740008868-4947","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-malika-3873676","15 000 000 CFA","150","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3873676_uploaded_image1_1662918281.jpg""); width: 534px;"
"1740008871-4948","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-360m-khinine-3873956","1 600 000 CFA","360 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3873956_uploaded_image1_1662935165.jpg""); width: 486px;"
"1740008873-4949","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-386m2-almadies-3831689","200 000 000 CFA","386","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3831689_uploaded_image1_1660605031.jpg""); width: 544px;"
"1740008876-4950","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/vente-maison-332m-tf-a-demolir-a-baobab-3831733","200 000 000 CFA","332","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3831733_uploaded_image1_1660609373.jpg""); width: 544px;"
"1740008879-4951","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-sicap-keur-massar-3874302","8 500 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3874302_uploaded_image1_1662976235.jpg""); width: 417px;"
"1740008882-4952","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3874483","250 000 CFA","225","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3874483_uploaded_image1_1662982569.jpg""); width: 530px;"
"1740008884-4953","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-175-m-hangar-pelerin-3832730","80 000 000 CFA","175 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3832730_uploaded_image1_1660666884.jpg""); width: 666px;"
"1740008887-4954","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-163-m-cite-mourtada-vdn-3832739","75 000 000 CFA","","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3832739_uploaded_image1_1660667229.jpg""); width: 666px;"
"1740008890-4955","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-170-m-hangar-pelerin-3832734","90 000 000 CFA","170 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3832734_uploaded_image1_1660667129.jpg""); width: 666px;"
"1740008893-4956","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-hangar-pelerin-3832750","200 000 000 CFA","","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3832750_uploaded_image1_1660667622.jpg""); width: 666px;"
"1740008895-4957","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-250-m-almadies-3832759","135 000 000 CFA","250 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3832759_uploaded_image1_1660668107.jpg""); width: 666px;"
"1740008900-4958","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-mbour-3841590","1 300 000 CFA","150","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3841590_uploaded_image1_1661189051.jpg""); width: 593px;"
"1740008903-4959","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3841603","3 500 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3841603_uploaded_image1_1661189465.jpg""); width: 593px;"
"1740008906-4960","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3841631","12 000 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3841631_uploaded_image1_1661190363.jpg""); width: 593px;"
"1740008908-4961","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3832848","2 500 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3832848_uploaded_image1_1660671509.jpg""); width: 593px;"
"1740008911-4962","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-2000-m2-dakar-yoff-3871272","1 500 000 000 CFA","2000 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3871272_uploaded_image1_1662748592.jpg""); width: 666px;"
"1740008914-4963","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-300m-thies-3875431","1 000 000 CFA","300","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3875431_uploaded_image1_1663019609.jpg""); width: 639px;"
"1740008916-4964","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-somone-3875433","16 000 000 CFA","300 m2","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3875433_uploaded_image1_1663019694.jpg""); width: 607px;"
"1740008919-4965","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-11-18-ha-vers-notto-3855670","290 000 000 CFA","11186 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3855670_uploaded_image1_1661990479.jpg""); width: 666px;"
"1740008922-4966","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-400-m2-rufisque-3875802","45 000 000 CFA","400 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3875802_uploaded_image1_1663060169.jpg""); width: 624px;"
"1740008926-4967","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-thies-3875827","525 000 CFA","225","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3875827_uploaded_image2_1663060938.jpeg""); width: 616px;"
"1740008929-4968","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-400-m-hangar-pelerins-3847811","160 000 000 CFA","400 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3847811_uploaded_image1_1661514886.jpg""); width: 666px;"
"1740008932-4969","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-608-m2-almadies-3876434","800 000 000 CFA","608","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3876434_uploaded_image1_1663080642.jpg""); width: 491px;"
"1740008934-4970","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-700-m-avec-tf-virage-3857263","350 000 000 CFA","","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3857263_uploaded_image1_1662045948.jpg""); width: 666px;"
"1740008937-4971","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-avec-tf-virage-3857266","150 000 000 CFA","","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3857266_uploaded_image1_1662046082.jpg""); width: 666px;"
"1740008939-4972","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-181-m-a-almadies-boa-3848182","70 000 000 CFA","181 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3848182_uploaded_image1_1661529653.jpg""); width: 666px;"
"1740008942-4973","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-178-m-a-almadies-boa-3848184","75 000 000 CFA","178 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3848184_uploaded_image1_1661529742.jpg""); width: 666px;"
"1740008944-4974","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-180-m-a-almadies-boa-3848178","75 000 000 CFA","180 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3848178_uploaded_image1_1661529568.jpg""); width: 666px;"
"1740008947-4975","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-avec-tf-commercial-route-aeroport-leopold-sedar-senghor-lss-3834520","80 000 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3834520_uploaded_image1_1660751734.jpg""); width: 666px;"
"1740008950-4976","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-156-m-almadies-3848242","65 000 000 CFA","156 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3848242_uploaded_image1_1661531959.jpg""); width: 666px;"
"1740008953-4977","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-tf-300-m-almadies-boa-3839081","150 000 000 CFA","300 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3839081_uploaded_image1_1661013109.jpg""); width: 666px;"
"1740008956-4978","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3851809","2 500 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3851809_uploaded_image1_1661794585.jpg""); width: 593px;"
"1740008960-4979","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-tf-300-m-cite-keur-gorgui-3834776","300 000 000 CFA","300 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3834776_uploaded_image1_1660760020.jpg""); width: 666px;"
"1740008962-4980","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-2000-m-a-saly-center-3835575","170 000 000 CFA","2000","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3835575_uploaded_image1_1660818678.jpg""); width: 544px;"
"1740008965-4981","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-sindia-3835660","3 500 000 CFA","225","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3835660_uploaded_image1_1660820721.jpg""); width: 593px;"
"1740008969-4982","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3835677","5 000 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3835677_uploaded_image1_1660821281.jpg""); width: 593px;"
"1740008972-4983","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3849110","2 800 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3849110_uploaded_image1_1661600558.jpg""); width: 593px;"
"1740008974-4984","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-almadies-3877742","Prix sur demande","","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3877742_uploaded_image1_1663160888.jpg""); width: 429px;"
"1740008977-4985","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-700-m-avec-tf-virage-3859149","770 000 000 CFA","700 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3859149_uploaded_image1_1662123850.jpg""); width: 666px;"
"1740008980-4986","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-tf-200-m-foire-vdn-3849249","135 000 000 CFA","200 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3849249_uploaded_image1_1661606541.jpg""); width: 666px;"
"1740008983-4987","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3853314","6 000 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3853314_uploaded_image1_1661877071.jpg""); width: 593px;"
"1740008988-4988","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-600-m-sindia-3853343","8 500 000 CFA","600","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3853343_uploaded_image1_1661877885.jpg""); width: 593px;"
"1740008990-4989","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-2000-m-avec-tf-route-aeroport-leopold-sedar-senghor-lss-yoff-dakar-3869592","1 500 000 000 CFA","2000 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3869592_uploaded_image1_1662657348.jpg""); width: 666px;"
"1740008993-4990","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-3878203","3 500 000 CFA","150 m2","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3878203_uploaded_image1_1663180970.jpg""); width: 437px;"
"1740008996-4991","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-yoff-3878244","110 000 000 CFA","200","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3878244_uploaded_image1_1663182687.jpg""); width: 432px;"
"1740008998-4992","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-cite-batrain-3836596","100 000 000 CFA","200","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3836596_uploaded_image1_1660858555.jpg""); width: 544px;"
"1740009001-4993","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-400m-tf-a-sacre-cur-2-3836903","250 000 000 CFA","400","Sacré-Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3836903_uploaded_image1_1660892531.jpg""); width: 544px;"
"1740009004-4994","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-mbour-3837081","1 500 000 CFA","200","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3837081_uploaded_image1_1660904250.jpg""); width: 593px;"
"1740009008-4995","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-nguekhokh-3837112","5 000 000 CFA","500","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3837112_uploaded_image1_1660905686.jpg""); width: 593px;"
"1740009011-4996","https://sn.coinafrique.com/categorie/terrains?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-sindia-3854557","2 500 000 CFA","225","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3854557_uploaded_image1_1661946805.jpg""); width: 593px;"
